CompleteName	FileID	FileName	DataCategory	DataType	ProjectID	CaseID	SampleID	SampleType	paired	MTHFD2_expression
b78e05da-c6be-44ab-82a6-6d25f906fbce/5525258b-a896-4735-bcfb-63db002189e3.FPKM.txt.gz	b78e05da-c6be-44ab-82a6-6d25f906fbce	5525258b-a896-4735-bcfb-63db002189e3.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-AN-A0FJ	TCGA-AN-A0FJ-01A	Primary Tumor	unpaired	6.546353342977286
f7a94322-c83f-4859-8ee6-b79be8c860d6/b4100ce6-2507-4ba9-a3d4-b47810c9ba99.FPKM.txt.gz	f7a94322-c83f-4859-8ee6-b79be8c860d6	b4100ce6-2507-4ba9-a3d4-b47810c9ba99.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-E2-A14V	TCGA-E2-A14V-01A	Primary Tumor	unpaired	6.778375365054386
e752b4d0-496a-41aa-adcb-0f3a7ba2e0bf/05c907d7-e28f-4f9d-9df3-64ee7b3a8c8e.FPKM.txt.gz	e752b4d0-496a-41aa-adcb-0f3a7ba2e0bf	05c907d7-e28f-4f9d-9df3-64ee7b3a8c8e.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-E2-A10C	TCGA-E2-A10C-01A	Primary Tumor	unpaired	5.109389943315881
a2cddfa2-3a4b-43a8-ac6f-5456e35b3820/019a5486-ad80-44b4-a9e3-7e7f93e8e6fa.FPKM.txt.gz	a2cddfa2-3a4b-43a8-ac6f-5456e35b3820	019a5486-ad80-44b4-a9e3-7e7f93e8e6fa.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-BH-A209	TCGA-BH-A209-11A	Solid Tissue Normal	paired	5.237503454664953
20ebbc04-f579-43e7-ac9e-baac658ef603/a1f64771-b573-4ae0-aa9e-9eb9dc4409b0.FPKM.txt.gz	20ebbc04-f579-43e7-ac9e-baac658ef603	a1f64771-b573-4ae0-aa9e-9eb9dc4409b0.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-BH-A0DS	TCGA-BH-A0DS-01A	Primary Tumor	unpaired	5.9827166884966445
61e9f2b1-486d-4c24-8c3b-96205a90f2d7/c14af0e0-81e9-43e7-b08d-b751194e35ef.FPKM.txt.gz	61e9f2b1-486d-4c24-8c3b-96205a90f2d7	c14af0e0-81e9-43e7-b08d-b751194e35ef.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-C8-A8HP	TCGA-C8-A8HP-01A	Primary Tumor	unpaired	6.563201098659115
cf9b91ce-db8f-4900-bd04-d73f68cc3eeb/3c49cb1a-c0f5-4b74-81f9-aa18d3da1e43.FPKM.txt.gz	cf9b91ce-db8f-4900-bd04-d73f68cc3eeb	3c49cb1a-c0f5-4b74-81f9-aa18d3da1e43.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-BH-A0DH	TCGA-BH-A0DH-01A	Primary Tumor	paired	6.061984426943142
d9fa0c82-0e69-45fd-82f4-0f42e669e502/7200e770-c95b-44bf-97bb-4b20f26edb77.FPKM.txt.gz	d9fa0c82-0e69-45fd-82f4-0f42e669e502	7200e770-c95b-44bf-97bb-4b20f26edb77.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-D8-A1JC	TCGA-D8-A1JC-01A	Primary Tumor	unpaired	6.264652616613443
e359cf02-3f4b-41aa-ad5b-49af3a619f7d/8970e6da-5904-483d-8770-0ede67f98cf4.FPKM.txt.gz	e359cf02-3f4b-41aa-ad5b-49af3a619f7d	8970e6da-5904-483d-8770-0ede67f98cf4.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-BH-A1EU	TCGA-BH-A1EU-01A	Primary Tumor	paired	5.650787875254893
679d24a5-40b9-4e0d-af4f-c15d33855d60/02939ecf-77d0-49fc-a04b-8fd5334b44da.FPKM.txt.gz	679d24a5-40b9-4e0d-af4f-c15d33855d60	02939ecf-77d0-49fc-a04b-8fd5334b44da.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-A1-A0SD	TCGA-A1-A0SD-01A	Primary Tumor	unpaired	4.977217368215928
d061c573-8d7d-4232-8910-5892c5775f3c/8eb08ef8-aaf4-4a18-b9f0-78540f02a8b7.FPKM.txt.gz	d061c573-8d7d-4232-8910-5892c5775f3c	8eb08ef8-aaf4-4a18-b9f0-78540f02a8b7.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-GM-A2DF	TCGA-GM-A2DF-01A	Primary Tumor	unpaired	5.256131473214788
4742f9a2-bd9f-479b-bc02-04b9dc52e230/793d9283-e8c4-4548-8f2f-b57f94308b5c.FPKM.txt.gz	4742f9a2-bd9f-479b-bc02-04b9dc52e230	793d9283-e8c4-4548-8f2f-b57f94308b5c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-A2-A1G1	TCGA-A2-A1G1-01A	Primary Tumor	unpaired	6.470949559334697
d3225b12-d0bc-43d7-aea0-318a07b3bd90/022a665e-1ed2-4e37-a6cd-911ccdb1dfcf.FPKM.txt.gz	d3225b12-d0bc-43d7-aea0-318a07b3bd90	022a665e-1ed2-4e37-a6cd-911ccdb1dfcf.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-AO-A12H	TCGA-AO-A12H-01A	Primary Tumor	unpaired	5.372260829443872
e53d5465-f26e-4599-9469-3ff054457701/4ce949d4-55e1-4e4b-a6d3-d2910ae3b448.FPKM.txt.gz	e53d5465-f26e-4599-9469-3ff054457701	4ce949d4-55e1-4e4b-a6d3-d2910ae3b448.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-B6-A409	TCGA-B6-A409-01A	Primary Tumor	unpaired	6.275646262547164
cb9da987-22f6-4ab3-98b8-7bcc8dc667ac/b7d3f454-f36e-4ad0-bb40-8728ca3b240d.FPKM.txt.gz	cb9da987-22f6-4ab3-98b8-7bcc8dc667ac	b7d3f454-f36e-4ad0-bb40-8728ca3b240d.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-A2-A0EN	TCGA-A2-A0EN-01A	Primary Tumor	unpaired	5.653038024912869
4bbd30ef-4b9a-4b08-9ae8-c0c29f5c73c7/09469727-dd69-43ea-b577-6941f597d6d9.FPKM.txt.gz	4bbd30ef-4b9a-4b08-9ae8-c0c29f5c73c7	09469727-dd69-43ea-b577-6941f597d6d9.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-A8-A09K	TCGA-A8-A09K-01A	Primary Tumor	unpaired	4.978830984898531
f220db10-2c33-4675-bad3-0b2c79d84c78/0a2c1866-d6e1-4add-bcb0-b297ba1394ac.FPKM.txt.gz	f220db10-2c33-4675-bad3-0b2c79d84c78	0a2c1866-d6e1-4add-bcb0-b297ba1394ac.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-D8-A1Y1	TCGA-D8-A1Y1-01A	Primary Tumor	unpaired	5.912579272077044
bf29effd-5d1f-4af3-95b4-e828daa919e7/7b18f9cb-2541-450d-b816-9823edc1afe2.FPKM.txt.gz	bf29effd-5d1f-4af3-95b4-e828daa919e7	7b18f9cb-2541-450d-b816-9823edc1afe2.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-D8-A1XW	TCGA-D8-A1XW-01A	Primary Tumor	unpaired	5.489886617811845
92fc3520-e19d-4499-be04-93e1d8fe1d32/ed4ae015-8f5e-49b5-886d-e8489ca1b013.FPKM.txt.gz	92fc3520-e19d-4499-be04-93e1d8fe1d32	ed4ae015-8f5e-49b5-886d-e8489ca1b013.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-A8-A08S	TCGA-A8-A08S-01A	Primary Tumor	unpaired	5.578877944688261
45570a54-c83b-4c22-aaf1-4028e2575453/bb61735e-8207-42e2-95bb-3d2c8001595c.FPKM.txt.gz	45570a54-c83b-4c22-aaf1-4028e2575453	bb61735e-8207-42e2-95bb-3d2c8001595c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-AC-A8OQ	TCGA-AC-A8OQ-01A	Primary Tumor	unpaired	5.3331783413151825
63ac6bf9-595f-4dd5-9139-fddcf4683c0c/90d19c5c-f80b-454b-b776-99d13f01617e.FPKM.txt.gz	63ac6bf9-595f-4dd5-9139-fddcf4683c0c	90d19c5c-f80b-454b-b776-99d13f01617e.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-A2-A0EM	TCGA-A2-A0EM-01A	Primary Tumor	unpaired	5.86954963264814
1dcc50a1-ee44-49a2-9a33-c682e5e895da/708413f6-ee3c-4379-a8a1-0143b0ac7adb.FPKM.txt.gz	1dcc50a1-ee44-49a2-9a33-c682e5e895da	708413f6-ee3c-4379-a8a1-0143b0ac7adb.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-AR-A0U4	TCGA-AR-A0U4-01A	Primary Tumor	unpaired	6.646357590340328
6c49ca71-8d68-4faa-b1ab-c5bdadac489c/05862db6-8464-4336-9e34-e9b5ee863829.FPKM.txt.gz	6c49ca71-8d68-4faa-b1ab-c5bdadac489c	05862db6-8464-4336-9e34-e9b5ee863829.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-AC-A23C	TCGA-AC-A23C-01A	Primary Tumor	unpaired	5.956167907505972
e5b96a53-6e03-4e9e-a080-f92f2bd8ceea/98da76dd-0fb5-4313-a277-a122c205e843.FPKM.txt.gz	e5b96a53-6e03-4e9e-a080-f92f2bd8ceea	98da76dd-0fb5-4313-a277-a122c205e843.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-A2-A1FW	TCGA-A2-A1FW-01A	Primary Tumor	unpaired	6.420321797908983
aa2848f6-a892-4a2d-a72e-3275e096e3d7/bdc7d527-3905-4905-b245-b282883ea3a6.FPKM.txt.gz	aa2848f6-a892-4a2d-a72e-3275e096e3d7	bdc7d527-3905-4905-b245-b282883ea3a6.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-E2-A1B4	TCGA-E2-A1B4-01A	Primary Tumor	unpaired	5.4263865854273945
2464bd79-e2f3-4e84-90b6-7cc5fa2e6722/8a987f43-454e-4b94-a2ec-6079c58eb99b.FPKM.txt.gz	2464bd79-e2f3-4e84-90b6-7cc5fa2e6722	8a987f43-454e-4b94-a2ec-6079c58eb99b.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-BH-A0B8	TCGA-BH-A0B8-11A	Solid Tissue Normal	paired	2.968263838595127
1213f4e0-0a38-4faf-ba58-ffb2ef7b8e35/c1c978e4-95c1-4d48-9f83-b290656f1995.FPKM.txt.gz	1213f4e0-0a38-4faf-ba58-ffb2ef7b8e35	c1c978e4-95c1-4d48-9f83-b290656f1995.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-E9-A1N5	TCGA-E9-A1N5-01A	Primary Tumor	paired	5.747167723730049
625bcc1e-47de-41ec-89d4-d0f3b1921c59/fd168f37-df3d-4cf2-881e-c90c61c95fdb.FPKM.txt.gz	625bcc1e-47de-41ec-89d4-d0f3b1921c59	fd168f37-df3d-4cf2-881e-c90c61c95fdb.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-BH-A0E9	TCGA-BH-A0E9-01B	Primary Tumor	unpaired	5.969409704407548
82983215-9c24-43ab-abd3-466a8fd582eb/48436ca7-2b7f-4615-9c88-8ede9398d11a.FPKM.txt.gz	82983215-9c24-43ab-abd3-466a8fd582eb	48436ca7-2b7f-4615-9c88-8ede9398d11a.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-B6-A0IE	TCGA-B6-A0IE-01A	Primary Tumor	unpaired	6.241209152997442
e011d682-e543-4f6f-95d2-e86cce259644/e29ce54a-49a1-47a8-82fd-7687cec0d1bb.FPKM.txt.gz	e011d682-e543-4f6f-95d2-e86cce259644	e29ce54a-49a1-47a8-82fd-7687cec0d1bb.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-AC-A6NO	TCGA-AC-A6NO-01A	Primary Tumor	unpaired	6.304441235283271
2fea5b66-0a93-4c2b-a85e-43bc6d233104/bceffa81-996d-4775-a452-23b31a25daf9.FPKM.txt.gz	2fea5b66-0a93-4c2b-a85e-43bc6d233104	bceffa81-996d-4775-a452-23b31a25daf9.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-OL-A66O	TCGA-OL-A66O-01A	Primary Tumor	unpaired	5.184041179274155
d96c7a65-5196-4486-b519-3e0431462c08/7133f91c-4128-4578-a1cd-2c1ee81b3f16.FPKM.txt.gz	d96c7a65-5196-4486-b519-3e0431462c08	7133f91c-4128-4578-a1cd-2c1ee81b3f16.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-BH-A1F0	TCGA-BH-A1F0-11B	Solid Tissue Normal	paired	4.633174805063883
64813c42-28c4-4ec5-8830-e4fd007e60d5/8682197b-7b3d-4d3f-8f3d-8be702aa02fd.FPKM.txt.gz	64813c42-28c4-4ec5-8830-e4fd007e60d5	8682197b-7b3d-4d3f-8f3d-8be702aa02fd.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-E9-A228	TCGA-E9-A228-01A	Primary Tumor	unpaired	6.955132335206607
f3132184-ef78-4625-b148-1be5d486edd8/a4c7b6e8-ed30-42b2-9daa-0cf0b9d59259.FPKM.txt.gz	f3132184-ef78-4625-b148-1be5d486edd8	a4c7b6e8-ed30-42b2-9daa-0cf0b9d59259.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-BH-A1FC	TCGA-BH-A1FC-01A	Primary Tumor	paired	7.962944925728257
e7433fed-a06f-40d1-b967-6874c45b791e/e7132b1c-b839-46ac-80ab-989ceeb3c157.FPKM.txt.gz	e7433fed-a06f-40d1-b967-6874c45b791e	e7132b1c-b839-46ac-80ab-989ceeb3c157.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-AR-A24W	TCGA-AR-A24W-01A	Primary Tumor	unpaired	5.839055600355064
b30af90b-f2fb-4fb0-9989-46b6fe07d563/509529b1-8dbc-4abd-a037-84fa6c48575a.FPKM.txt.gz	b30af90b-f2fb-4fb0-9989-46b6fe07d563	509529b1-8dbc-4abd-a037-84fa6c48575a.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-A2-A0SU	TCGA-A2-A0SU-01A	Primary Tumor	unpaired	5.966742780778993
9457f16e-0e17-4306-afda-fad444aa578f/220c7593-ae84-4db4-9ce5-c6372fd696e3.FPKM.txt.gz	9457f16e-0e17-4306-afda-fad444aa578f	220c7593-ae84-4db4-9ce5-c6372fd696e3.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-AO-A12E	TCGA-AO-A12E-01A	Primary Tumor	unpaired	5.7956147728412315
3efc6def-8344-46c9-b8d8-ae4207c452a4/88522aae-be2d-4899-b32a-c35a39c25b89.FPKM.txt.gz	3efc6def-8344-46c9-b8d8-ae4207c452a4	88522aae-be2d-4899-b32a-c35a39c25b89.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-AO-A12F	TCGA-AO-A12F-01A	Primary Tumor	unpaired	6.490942819915655
f3a5c557-5feb-4935-98d5-88b29fd813b5/4253d955-2f01-4657-909e-756c899dd81d.FPKM.txt.gz	f3a5c557-5feb-4935-98d5-88b29fd813b5	4253d955-2f01-4657-909e-756c899dd81d.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-AN-A0G0	TCGA-AN-A0G0-01A	Primary Tumor	unpaired	7.485946719608534
f3be1241-307c-4f15-b213-8af0c6dfbcec/a503f57e-f9cc-405b-b68c-9c3b205e106f.FPKM.txt.gz	f3be1241-307c-4f15-b213-8af0c6dfbcec	a503f57e-f9cc-405b-b68c-9c3b205e106f.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-AR-A2LL	TCGA-AR-A2LL-01A	Primary Tumor	unpaired	6.228743221350596
86a7c439-1841-44a5-bfa5-ea16084b7543/f2351cac-aee0-4de6-80eb-d5b886ff6ea0.FPKM.txt.gz	86a7c439-1841-44a5-bfa5-ea16084b7543	f2351cac-aee0-4de6-80eb-d5b886ff6ea0.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-A8-A0AD	TCGA-A8-A0AD-01A	Primary Tumor	unpaired	5.851180630685119
80920f6e-70ec-4cb0-813b-43c30dcb34f1/ec592b67-6ffb-417e-be69-f5da01020675.FPKM.txt.gz	80920f6e-70ec-4cb0-813b-43c30dcb34f1	ec592b67-6ffb-417e-be69-f5da01020675.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-BH-A0BV	TCGA-BH-A0BV-01A	Primary Tumor	paired	5.461544435969428
d944c7fe-6af5-45a2-a470-f0b9563ef4e9/3c631c4d-ec26-4f29-abcb-bed2221f3da5.FPKM.txt.gz	d944c7fe-6af5-45a2-a470-f0b9563ef4e9	3c631c4d-ec26-4f29-abcb-bed2221f3da5.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-A7-A425	TCGA-A7-A425-01A	Primary Tumor	unpaired	5.263975633531565
98b3c14d-5a33-45d3-8c29-ef9b9d002c9a/f5703c0c-00cc-481d-9296-416238a6f42b.FPKM.txt.gz	98b3c14d-5a33-45d3-8c29-ef9b9d002c9a	f5703c0c-00cc-481d-9296-416238a6f42b.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-AN-A0XW	TCGA-AN-A0XW-01A	Primary Tumor	unpaired	6.109489755039423
3ce0601f-705f-45ca-9caf-0adcf02c3207/700fa398-8999-430e-a52d-0e7a40a2d45b.FPKM.txt.gz	3ce0601f-705f-45ca-9caf-0adcf02c3207	700fa398-8999-430e-a52d-0e7a40a2d45b.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-A8-A075	TCGA-A8-A075-01A	Primary Tumor	unpaired	7.067415818923744
5d0f90a1-5529-4bba-ae58-294530478939/a18f26c8-9497-4824-a5ba-7b192f4ca987.FPKM.txt.gz	5d0f90a1-5529-4bba-ae58-294530478939	a18f26c8-9497-4824-a5ba-7b192f4ca987.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-AC-A5EH	TCGA-AC-A5EH-01A	Primary Tumor	unpaired	5.917803497372926
9813e738-5284-465d-afd6-1e90a1e49c22/677dde68-3c06-4e1d-9250-8a99c84643c3.FPKM.txt.gz	9813e738-5284-465d-afd6-1e90a1e49c22	677dde68-3c06-4e1d-9250-8a99c84643c3.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-OL-A97C	TCGA-OL-A97C-01A	Primary Tumor	unpaired	5.109902408086217
cee7cc1e-2c12-4dba-893a-6efc765930c9/cc233ff9-d5fb-4e9b-9007-f58d008df995.FPKM.txt.gz	cee7cc1e-2c12-4dba-893a-6efc765930c9	cc233ff9-d5fb-4e9b-9007-f58d008df995.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-A7-A4SB	TCGA-A7-A4SB-01A	Primary Tumor	unpaired	4.8668105437796125
89aebc1f-e721-4a51-ad0c-f652b0f3661d/de2ffea0-e172-45e2-aa15-f543758deb78.FPKM.txt.gz	89aebc1f-e721-4a51-ad0c-f652b0f3661d	de2ffea0-e172-45e2-aa15-f543758deb78.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-D8-A1JA	TCGA-D8-A1JA-01A	Primary Tumor	unpaired	7.490739645794453
984c8ca6-8d94-4940-aeec-1bb1e706dcb9/133a3327-f686-4061-b6a3-edcc9085264e.FPKM.txt.gz	984c8ca6-8d94-4940-aeec-1bb1e706dcb9	133a3327-f686-4061-b6a3-edcc9085264e.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-B6-A0RP	TCGA-B6-A0RP-01A	Primary Tumor	unpaired	5.435979383625163
47d5870a-e9ad-4e92-b380-2b5f51c3f6b8/1f886c5f-c9dc-4bf7-a9f9-30659e57597c.FPKM.txt.gz	47d5870a-e9ad-4e92-b380-2b5f51c3f6b8	1f886c5f-c9dc-4bf7-a9f9-30659e57597c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-E2-A108	TCGA-E2-A108-01A	Primary Tumor	unpaired	6.153403635049335
d14add36-6662-47ce-9a26-3374bf1e8807/086a6348-e87d-44bf-96f3-71a42af960ff.FPKM.txt.gz	d14add36-6662-47ce-9a26-3374bf1e8807	086a6348-e87d-44bf-96f3-71a42af960ff.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-BH-A0BG	TCGA-BH-A0BG-01A	Primary Tumor	unpaired	6.186323954336988
137e55f8-9ea2-400d-93c9-669458f43aeb/dcca8e16-a1d4-48c3-a87a-f409c86104f1.FPKM.txt.gz	137e55f8-9ea2-400d-93c9-669458f43aeb	dcca8e16-a1d4-48c3-a87a-f409c86104f1.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-D8-A3Z6	TCGA-D8-A3Z6-01A	Primary Tumor	unpaired	4.8815300807031115
75bebe1d-86dc-45bc-b8e9-ece1f5407430/648e4d91-e53f-47c8-b343-e224d2a72956.FPKM.txt.gz	75bebe1d-86dc-45bc-b8e9-ece1f5407430	648e4d91-e53f-47c8-b343-e224d2a72956.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-A8-A08F	TCGA-A8-A08F-01A	Primary Tumor	unpaired	6.623402255049724
a7820aa3-3fe5-4574-ae2c-47baa33b3167/71c3f9c6-9226-4a8f-910a-3cee62dbeb3c.FPKM.txt.gz	a7820aa3-3fe5-4574-ae2c-47baa33b3167	71c3f9c6-9226-4a8f-910a-3cee62dbeb3c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-A2-A0SV	TCGA-A2-A0SV-01A	Primary Tumor	unpaired	6.679799885106431
15b1b849-8f7b-48f4-ad05-2d2b011d4ace/f12fbfdf-efd4-462a-a34c-8c01947bfb78.FPKM.txt.gz	15b1b849-8f7b-48f4-ad05-2d2b011d4ace	f12fbfdf-efd4-462a-a34c-8c01947bfb78.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-BH-A204	TCGA-BH-A204-01A	Primary Tumor	paired	7.1649805894588
73d42e63-2132-45bc-8bec-6d638e9db88c/dbb50b30-9856-4a56-91e1-d31ad106fd48.FPKM.txt.gz	73d42e63-2132-45bc-8bec-6d638e9db88c	dbb50b30-9856-4a56-91e1-d31ad106fd48.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-3C-AALJ	TCGA-3C-AALJ-01A	Primary Tumor	unpaired	5.483936839956384
922bad20-7774-46fe-bf0c-183a6f667241/28dfbaea-e781-4f64-ae7e-d12d49f33675.FPKM.txt.gz	922bad20-7774-46fe-bf0c-183a6f667241	28dfbaea-e781-4f64-ae7e-d12d49f33675.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-A7-A26F	TCGA-A7-A26F-01B	Primary Tumor	unpaired	4.4933494606388065
05a734dd-0260-47ca-84a1-51f5b0d4711b/e152cfff-98ed-4984-8ca4-92e2f5c6ef4b.FPKM.txt.gz	05a734dd-0260-47ca-84a1-51f5b0d4711b	e152cfff-98ed-4984-8ca4-92e2f5c6ef4b.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-AR-A24Z	TCGA-AR-A24Z-01A	Primary Tumor	unpaired	7.341476100555077
773cf507-869b-4a51-bba9-0372962ce487/c633bd52-3f48-49b8-bb20-2aad7b910a47.FPKM.txt.gz	773cf507-869b-4a51-bba9-0372962ce487	c633bd52-3f48-49b8-bb20-2aad7b910a47.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-BH-A0B5	TCGA-BH-A0B5-01A	Primary Tumor	paired	5.621374354199609
9e0e36d2-066e-4fba-a6a4-0d7ebcb9af80/583a285b-0bcd-4fd7-9c66-19ca10d974c3.FPKM.txt.gz	9e0e36d2-066e-4fba-a6a4-0d7ebcb9af80	583a285b-0bcd-4fd7-9c66-19ca10d974c3.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-A7-A6VY	TCGA-A7-A6VY-01A	Primary Tumor	unpaired	6.100657687947337
753df0d2-f653-4cbc-b3e3-11c83e3e6228/ad1b1ba2-a050-4d62-9e44-4dda1b68aa2e.FPKM.txt.gz	753df0d2-f653-4cbc-b3e3-11c83e3e6228	ad1b1ba2-a050-4d62-9e44-4dda1b68aa2e.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-D8-A13Z	TCGA-D8-A13Z-01A	Primary Tumor	unpaired	6.829603527746743
a4c15921-96e9-4e93-8845-633791fced0a/6cb1791d-bda0-44de-ac3f-5405ba1ac5ec.FPKM.txt.gz	a4c15921-96e9-4e93-8845-633791fced0a	6cb1791d-bda0-44de-ac3f-5405ba1ac5ec.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-AC-A62X	TCGA-AC-A62X-01A	Primary Tumor	unpaired	5.1306141296543855
9ed58537-a85e-495b-a1db-4334c85f67a3/9e5fc005-e1de-4b0f-ac72-085dbc6d1189.FPKM.txt.gz	9ed58537-a85e-495b-a1db-4334c85f67a3	9e5fc005-e1de-4b0f-ac72-085dbc6d1189.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-E9-A1R4	TCGA-E9-A1R4-01A	Primary Tumor	unpaired	6.858514329517035
c8582708-bb21-49d3-a5a8-1037b93a889b/a6f657a3-439e-4afd-be04-413f2ed02828.FPKM.txt.gz	c8582708-bb21-49d3-a5a8-1037b93a889b	a6f657a3-439e-4afd-be04-413f2ed02828.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BRCA	TCGA-A8-A07C	TCGA-A8-A07C-01A	Primary Tumor	unpaired	6.934519980131133
